Case ID,Complete Timestamp,Complete Timestamp,Activity,Resource,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 1026,2013/5/20 8:38:00,2013/5/20 8:38:00,Require upgrade,Value 4,Value 1,Value 104,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1026,2013/6/4 16:04:00,2013/6/4 16:04:00,Resolve ticket,Value 4,Value 1,Value 104,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1026,2013/6/19 16:05:00,2013/6/19 16:05:00,Closed,Value 3,Value 1,Value 104,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 1027,2013/4/16 13:36:00,2013/4/16 13:36:00,Assign seriousness,Value 1,Value 1,Value 74,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1027,2013/4/29 8:23:00,2013/4/29 8:23:00,Take in charge ticket,Value 2,Value 1,Value 74,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1027,2013/4/29 15:18:00,2013/4/29 15:18:00,Wait,Value 14,Value 1,Value 74,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1027,2013/5/15 9:33:00,2013/5/15 9:33:00,Resolve ticket,Value 14,Value 1,Value 74,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1027,2013/5/30 9:33:00,2013/5/30 9:33:00,Closed,Value 3,Value 1,Value 74,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1028,2010/12/28 8:31:00,2010/12/28 8:31:00,Assign seriousness,Value 8,Value 1,Value 71,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1028,2011/1/14 10:45:00,2011/1/14 10:45:00,Take in charge ticket,Value 6,Value 1,Value 71,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1028,2011/1/14 10:46:00,2011/1/14 10:46:00,Resolve ticket,Value 6,Value 1,Value 71,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1028,2011/1/29 10:46:00,2011/1/29 10:46:00,Closed,Value 5,Value 1,Value 71,Value 1,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1029,2012/5/9 9:25:00,2012/5/9 9:25:00,Assign seriousness,Value 1,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1029,2012/5/9 13:22:00,2012/5/9 13:22:00,Take in charge ticket,Value 10,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1029,2012/5/9 13:40:00,2012/5/9 13:40:00,Resolve ticket,Value 1,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1029,2012/6/9 9:30:00,2012/6/9 9:30:00,Closed,Value 5,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1030,2010/2/4 9:40:00,2010/2/4 9:40:00,Assign seriousness,Value 2,Value 1,Value 110,Value 3,Value 3,Value 2,Value 2,Value 1,Value 6,Value 1
Case 1030,2010/2/4 9:41:00,2010/2/4 9:41:00,Assign seriousness,Value 2,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
Case 1030,2010/2/4 9:41:00,2010/2/4 9:41:00,Take in charge ticket,Value 2,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
Case 1030,2010/2/4 9:41:00,2010/2/4 9:41:00,Create SW anomaly,Value 2,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
Case 1030,2010/2/22 14:05:00,2010/2/22 14:05:00,Resolve ticket,Value 2,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
Case 1030,2010/3/9 14:05:00,2010/3/9 14:05:00,Closed,Value 5,Value 1,Value 110,Value 3,Value 3,Value 1,Value 2,Value 1,Value 6,Value 1
Case 1031,2011/2/24 13:41:00,2011/2/24 13:41:00,Assign seriousness,Value 8,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1031,2011/2/24 13:41:00,2011/2/24 13:41:00,Take in charge ticket,Value 8,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1031,2011/3/7 16:53:00,2011/3/7 16:53:00,Wait,Value 9,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1031,2011/3/25 9:53:00,2011/3/25 9:53:00,Take in charge ticket,Value 9,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1031,2011/3/25 9:54:00,2011/3/25 9:54:00,Resolve ticket,Value 9,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1031,2011/4/15 14:50:00,2011/4/15 14:50:00,Closed,Value 5,Value 1,Value 220,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1032,2012/4/11 15:07:00,2012/4/11 15:07:00,Assign seriousness,Value 1,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1032,2012/4/11 15:07:00,2012/4/11 15:07:00,Take in charge ticket,Value 1,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1032,2012/4/17 12:29:00,2012/4/17 12:29:00,Wait,Value 1,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1032,2012/5/15 12:31:00,2012/5/15 12:31:00,Resolve ticket,Value 1,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1032,2012/6/1 15:20:00,2012/6/1 15:20:00,Closed,Value 5,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1033,2011/11/10 8:25:00,2011/11/10 8:25:00,Assign seriousness,Value 1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1033,2011/11/18 11:29:00,2011/11/18 11:29:00,Take in charge ticket,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1033,2011/11/23 16:07:00,2011/11/23 16:07:00,Wait,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1033,2011/12/12 9:40:00,2011/12/12 9:40:00,Resolve ticket,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1033,2011/12/29 11:10:00,2011/12/29 11:10:00,Closed,Value 5,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1034,2011/12/13 8:22:00,2011/12/13 8:22:00,Assign seriousness,Value 1,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1034,2011/12/13 8:27:00,2011/12/13 8:27:00,Take in charge ticket,Value 4,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1034,2011/12/13 11:50:00,2011/12/13 11:50:00,Resolve ticket,Value 4,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1034,2012/1/13 8:30:00,2012/1/13 8:30:00,Closed,Value 5,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1035,2010/12/20 13:19:00,2010/12/20 13:19:00,Assign seriousness,Value 9,Value 1,Value 23,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1035,2010/12/20 16:42:00,2010/12/20 16:42:00,Assign seriousness,Value 2,Value 1,Value 23,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1035,2010/12/20 16:42:00,2010/12/20 16:42:00,Take in charge ticket,Value 2,Value 1,Value 23,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1035,2010/12/21 8:59:00,2010/12/21 8:59:00,Wait,Value 9,Value 1,Value 23,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1035,2010/12/22 16:57:00,2010/12/22 16:57:00,Take in charge ticket,Value 2,Value 1,Value 23,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1035,2010/12/22 16:58:00,2010/12/22 16:58:00,Resolve ticket,Value 2,Value 1,Value 23,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1035,2011/1/21 16:58:00,2011/1/21 16:58:00,Closed,Value 5,Value 1,Value 23,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1036,2012/5/29 15:38:00,2012/5/29 15:38:00,Assign seriousness,Value 1,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,2012/5/29 15:38:00,2012/5/29 15:38:00,Take in charge ticket,Value 1,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,2012/5/30 14:35:00,2012/5/30 14:35:00,Wait,Value 1,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,2012/5/30 15:32:00,2012/5/30 15:32:00,Take in charge ticket,Value 1,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,2012/6/1 12:40:00,2012/6/1 12:40:00,Resolve ticket,Value 1,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1036,2012/6/30 7:41:00,2012/6/30 7:41:00,Closed,Value 5,Value 1,Value 49,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,2011/10/24 10:11:00,2011/10/24 10:11:00,Assign seriousness,Value 4,Value 1,Value 53,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,2011/10/24 10:19:00,2011/10/24 10:19:00,Take in charge ticket,Value 1,Value 1,Value 53,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,2011/10/24 11:02:00,2011/10/24 11:02:00,Resolve ticket,Value 1,Value 1,Value 53,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1037,2011/12/9 11:20:00,2011/12/9 11:20:00,Closed,Value 5,Value 1,Value 53,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1038,2012/7/24 15:29:00,2012/7/24 15:29:00,Assign seriousness,Value 1,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1038,2012/7/25 13:33:00,2012/7/25 13:33:00,Take in charge ticket,Value 4,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1038,2012/7/25 13:53:00,2012/7/25 13:53:00,Resolve ticket,Value 4,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1038,2012/9/1 8:14:00,2012/9/1 8:14:00,Closed,Value 5,Value 1,Value 146,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1039,2012/6/28 10:14:00,2012/6/28 10:14:00,Assign seriousness,Value 1,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1039,2012/6/28 10:55:00,2012/6/28 10:55:00,Take in charge ticket,Value 4,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1039,2012/6/29 14:35:00,2012/6/29 14:35:00,Resolve ticket,Value 4,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1039,2012/7/31 10:20:00,2012/7/31 10:20:00,Closed,Value 5,Value 1,Value 17,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1040,2012/2/20 8:07:00,2012/2/20 8:07:00,Assign seriousness,Value 1,Value 1,Value 52,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1040,2012/2/20 8:07:00,2012/2/20 8:07:00,Take in charge ticket,Value 1,Value 1,Value 52,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1040,2012/2/21 16:35:00,2012/2/21 16:35:00,Resolve ticket,Value 1,Value 1,Value 52,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1040,2012/4/4 7:10:00,2012/4/4 7:10:00,Closed,Value 5,Value 1,Value 52,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1041,2012/5/2 10:44:00,2012/5/2 10:44:00,Assign seriousness,Value 1,Value 1,Value 55,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1041,2012/5/2 10:44:00,2012/5/2 10:44:00,Take in charge ticket,Value 1,Value 1,Value 55,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1041,2012/5/8 8:37:00,2012/5/8 8:37:00,Resolve ticket,Value 1,Value 1,Value 55,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1041,2012/6/9 10:50:00,2012/6/9 10:50:00,Closed,Value 5,Value 1,Value 55,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1042,2012/5/23 8:22:00,2012/5/23 8:22:00,Assign seriousness,Value 1,Value 1,Value 99,Value 14,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1042,2012/5/23 10:07:00,2012/5/23 10:07:00,Take in charge ticket,Value 9,Value 1,Value 99,Value 14,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1042,2012/5/23 14:24:00,2012/5/23 14:24:00,Resolve ticket,Value 9,Value 1,Value 99,Value 14,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1042,2012/6/23 8:30:00,2012/6/23 8:30:00,Closed,Value 5,Value 1,Value 99,Value 14,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1043,2012/11/15 8:29:00,2012/11/15 8:29:00,Assign seriousness,Value 4,Value 1,Value 34,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1043,2012/11/19 15:26:00,2012/11/19 15:26:00,Take in charge ticket,Value 2,Value 1,Value 34,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1043,2012/11/22 16:04:00,2012/11/22 16:04:00,Wait,Value 2,Value 1,Value 34,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1043,2012/12/17 9:28:00,2012/12/17 9:28:00,Resolve ticket,Value 2,Value 1,Value 34,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1043,2013/1/1 9:28:00,2013/1/1 9:28:00,Closed,Value 3,Value 1,Value 34,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1044,2010/5/13 14:45:00,2010/5/13 14:45:00,Assign seriousness,Value 2,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1044,2010/5/17 16:21:00,2010/5/17 16:21:00,Take in charge ticket,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1044,2010/5/17 17:10:00,2010/5/17 17:10:00,Resolve ticket,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1044,2010/5/18 8:21:00,2010/5/18 8:21:00,Take in charge ticket,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1044,2010/5/18 8:44:00,2010/5/18 8:44:00,Wait,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1044,2010/5/18 9:26:00,2010/5/18 9:26:00,Take in charge ticket,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1044,2010/5/18 9:28:00,2010/5/18 9:28:00,Resolve ticket,Value 16,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1044,2010/6/26 14:50:00,2010/6/26 14:50:00,Closed,Value 5,Value 1,Value 8,Value 3,Value 1,Value 2,Value 2,Value 2,Value 1,Value 2
Case 1045,2011/6/24 10:10:00,2011/6/24 10:10:00,Assign seriousness,Value 9,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1045,2011/6/27 13:36:00,2011/6/27 13:36:00,Take in charge ticket,Value 2,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1045,2011/6/27 13:37:00,2011/6/27 13:37:00,Resolve ticket,Value 2,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1045,2011/8/22 10:20:00,2011/8/22 10:20:00,Closed,Value 5,Value 1,Value 107,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1046,2012/4/2 8:42:00,2012/4/2 8:42:00,Assign seriousness,Value 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1046,2012/4/2 8:42:00,2012/4/2 8:42:00,Take in charge ticket,Value 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1046,2012/4/2 10:12:00,2012/4/2 10:12:00,Resolve ticket,Value 1,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1046,2012/5/18 8:52:00,2012/5/18 8:52:00,Closed,Value 5,Value 1,Value 51,Value 8,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1047,2011/7/14 10:17:00,2011/7/14 10:17:00,Assign seriousness,Value 13,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1047,2011/7/15 7:34:00,2011/7/15 7:34:00,Assign seriousness,Value 13,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1047,2011/7/15 9:49:00,2011/7/15 9:49:00,Take in charge ticket,Value 7,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1047,2011/7/15 9:51:00,2011/7/15 9:51:00,Wait,Value 7,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1047,2011/7/15 13:18:00,2011/7/15 13:18:00,Resolve ticket,Value 2,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1047,2011/8/27 10:20:00,2011/8/27 10:20:00,Closed,Value 5,Value 1,Value 81,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1048,2010/12/13 10:53:00,2010/12/13 10:53:00,Assign seriousness,Value 9,Value 1,Value 258,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1048,2010/12/13 10:53:00,2010/12/13 10:53:00,Take in charge ticket,Value 9,Value 1,Value 258,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1048,2010/12/13 10:54:00,2010/12/13 10:54:00,Wait,Value 9,Value 1,Value 258,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1048,2010/12/30 8:41:00,2010/12/30 8:41:00,Take in charge ticket,Value 9,Value 1,Value 258,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1048,2010/12/30 8:41:00,2010/12/30 8:41:00,Resolve ticket,Value 9,Value 1,Value 258,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1048,2011/1/19 8:50:00,2011/1/19 8:50:00,Closed,Value 5,Value 1,Value 258,Value 3,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 1049,2012/2/9 14:14:00,2012/2/9 14:14:00,Assign seriousness,Value 1,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1049,2012/2/9 14:15:00,2012/2/9 14:15:00,Take in charge ticket,Value 1,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1049,2012/2/14 16:45:00,2012/2/14 16:45:00,Resolve ticket,Value 2,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1049,2012/2/14 16:45:00,2012/2/14 16:45:00,Resolve ticket,Value 2,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1049,2012/3/24 14:20:00,2012/3/24 14:20:00,Closed,Value 5,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1050,2011/5/12 8:27:00,2011/5/12 8:27:00,Assign seriousness,Value 8,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,2011/5/12 8:27:00,2011/5/12 8:27:00,Take in charge ticket,Value 8,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,2011/5/13 10:46:00,2011/5/13 10:46:00,Wait,Value 9,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,2011/5/20 7:05:00,2011/5/20 7:05:00,Take in charge ticket,Value 9,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,2011/5/20 7:06:00,2011/5/20 7:06:00,Resolve ticket,Value 9,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,2011/6/7 9:09:00,2011/6/7 9:09:00,Take in charge ticket,Value 9,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,2011/6/8 8:09:00,2011/6/8 8:09:00,Wait,Value 9,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,2011/6/8 12:44:00,2011/6/8 12:44:00,Take in charge ticket,Value 9,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,2011/6/8 12:44:00,2011/6/8 12:44:00,Resolve ticket,Value 9,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1050,2011/6/23 12:44:00,2011/6/23 12:44:00,Closed,Value 5,Value 1,Value 71,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1051,2010/12/27 8:06:00,2010/12/27 8:06:00,Assign seriousness,Value 9,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1051,2010/12/27 14:46:00,2010/12/27 14:46:00,Take in charge ticket,Value 2,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1051,2011/1/18 11:26:00,2011/1/18 11:26:00,Resolve ticket,Value 2,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1051,2011/2/2 11:26:00,2011/2/2 11:26:00,Closed,Value 5,Value 1,Value 22,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1052,2011/2/3 14:26:00,2011/2/3 14:26:00,Assign seriousness,Value 8,Value 1,Value 49,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1052,2011/2/3 16:19:00,2011/2/3 16:19:00,Take in charge ticket,Value 8,Value 1,Value 49,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1052,2011/2/3 16:20:00,2011/2/3 16:20:00,Resolve ticket,Value 8,Value 1,Value 49,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1052,2011/4/3 13:30:00,2011/4/3 13:30:00,Closed,Value 5,Value 1,Value 49,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1053,2011/6/30 14:53:00,2011/6/30 14:53:00,Assign seriousness,Value 8,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1053,2011/6/30 14:53:00,2011/6/30 14:53:00,Assign seriousness,Value 8,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1053,2011/7/5 14:22:00,2011/7/5 14:22:00,Take in charge ticket,Value 9,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1053,2011/7/5 14:26:00,2011/7/5 14:26:00,Wait,Value 9,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1053,2011/7/20 13:19:00,2011/7/20 13:19:00,Resolve ticket,Value 9,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1053,2011/8/4 13:20:00,2011/8/4 13:20:00,Closed,Value 5,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 1054,2013/2/7 13:32:00,2013/2/7 13:32:00,Assign seriousness,Value 4,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1054,2013/2/7 13:32:00,2013/2/7 13:32:00,Take in charge ticket,Value 2,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1054,2013/2/15 11:48:00,2013/2/15 11:48:00,Wait,Value 2,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1054,2013/3/1 13:51:00,2013/3/1 13:51:00,Resolve ticket,Value 4,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1054,2013/3/16 13:51:00,2013/3/16 13:51:00,Closed,Value 3,Value 1,Value 138,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1055,2012/1/23 15:13:00,2012/1/23 15:13:00,Assign seriousness,Value 4,Value 1,Value 70,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1055,2012/1/23 16:49:00,2012/1/23 16:49:00,Take in charge ticket,Value 13,Value 1,Value 70,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1055,2012/1/24 14:19:00,2012/1/24 14:19:00,Resolve ticket,Value 13,Value 1,Value 70,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1055,2012/2/23 15:20:00,2012/2/23 15:20:00,Closed,Value 5,Value 1,Value 70,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1056,2012/6/6 12:08:00,2012/6/6 12:08:00,Assign seriousness,Value 1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1056,2012/6/6 12:08:00,2012/6/6 12:08:00,Take in charge ticket,Value 1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1056,2012/6/6 15:16:00,2012/6/6 15:16:00,Resolve ticket,Value 1,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1056,2012/7/7 12:10:00,2012/7/7 12:10:00,Closed,Value 5,Value 1,Value 97,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 1057,2013/1/10 16:49:00,2013/1/10 16:49:00,Assign seriousness,Value 13,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 1057,2013/1/11 11:57:00,2013/1/11 11:57:00,Take in charge ticket,Value 2,Value 1,Value 9,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
